lawer,lawer_tp
Левокумский кассационный суд респ.татарстан,Левокумским кассационным судом респ.татарстан
Злынковский областной суд нижегородский обл.,Злынковским областным судом нижегородский обл.
Шербакульский город суд Архангельской области,Шербакульским городским судом Архангельской области
Клинцовский военный суд г. Красноярска,Клинцовским военным судом г. Красноярска
Каспийский город. суд московского округа,Каспийским городским судом московского округа
Ухоловский город суд Липецкой области,Ухоловским городским судом Липецкой области
Рыбновский апелляционный суд Калининградской области,Рыбновским апелляционным судом Калининградской области
Бабаюртовский межрайонный суд республики Калмыкия,Бабаюртовским межрайонным судом республики Калмыкия
Сафакулевский кассационный суд ставропольского края,Сафакулевским кассационным судом ставропольского края
Шатойский р-ый суд г. Саратова,Шатойским р-ым судом г. Саратова
Знаменский кассационный суд Мурманской области,Знаменским кассационным судом Мурманской области
Феодосийский апелляционный суд респ. Татарстан,Феодосийским апелляционным судом респ. Татарстан
Грайворонский город суд республики Ингушетия,Грайворонским городским судом республики Ингушетия
Варнавинский город. суд республики Адыгея,Варнавинским городским судом республики Адыгея
Фроловский военный суд Курганской области,Фроловским военным судом Курганской области
Красногорский м-ый суд г. Севастополя,Красногорским м-ым судом г. Севастополя
Трусовский м-ый суд АК,Трусовским м-ым судом АК
Вачский город суд республики Алтай,Вачским городским судом республики Алтай
Бугурусланский военный суд респ.башкортостан,Бугурусланским военным судом респ.башкортостан
Апастовский областной суд Оренбургской области,Апастовским областным судом Оренбургской области
Климовский апелляционный суд Курганской области,Климовским апелляционным судом Курганской области
Люблинский р-ый суд приморского края,Люблинским р-ым судом приморского края
Медвенский кассационный суд г. Севастополя,Медвенским кассационным судом г. Севастополя
Турочакский областной суд республики Саха (якутия),Турочакским областным судом республики Саха (якутия)
Вагайский город. суд г. Челябинска,Вагайским городским судом г. Челябинска
Бердюжский р-ый суд г. Архангельска,Бердюжским р-ым судом г. Архангельска
Вурнарский м-ый суд Новосибирской области,Вурнарским м-ым судом Новосибирской области
Еравнинский город суд РО,Еравнинским городским судом РО
Тюлячинский кассационный суд г. Владимира,Тюлячинским кассационным судом г. Владимира
Верхнеколымский городской суд Тверской области,Верхнеколымским городским судом Тверской области
Ефремовский кассационный суд г. Братска,Ефремовским кассационным судом г. Братска
Калужский военный суд г. Барнаула,Калужским военным судом г. Барнаула
Купинский межрайонный суд республика Калмыкия,Купинским межрайонным судом республика Калмыкия
Предгорный областной суд Пензенская обл.,Предгорным областным судом Пензенская обл.
Альшеевский военный суд Тюменской области,Альшеевским военным судом Тюменской области
Новосокольнический кассационный суд Архангельской области,Новосокольническим кассационным судом Архангельской области
Торжокский межрайонный суд г. Курска,Торжокским межрайонным судом г. Курска
Кантемировский военный суд г. Астрахани,Кантемировским военным судом г. Астрахани
Казачинский областной суд респ.хакасия,Казачинским областным судом респ.хакасия
Оленегорский районный суд Новосибирской области,Оленегорским районным судом Новосибирской области
Кугарчинский военный суд респ. Башкортостан,Кугарчинским военным судом респ. Башкортостан
Новосильский городской суд республики Адыгеи,Новосильским городским судом республики Адыгеи
Сасовский областной суд Кабардино-балкарской республики,Сасовским областным судом Кабардино-балкарской республики
Шигонский областной суд г Санкт-петербурга,Шигонским областным судом г Санкт-петербурга
Глазуновский р-ый суд г. Тамбова,Глазуновским р-ым судом г. Тамбова
Куйбышевский военный суд республики Алтай,Куйбышевским военным судом республики Алтай
Северодвинский районный суд г. новая ляля,Северодвинским районным судом г. новая ляля
Кинешемский межрайонный суд республики Калмыкия,Кинешемским межрайонным судом республики Калмыкия
Борисовский межрайонный суд г. Саратова,Борисовским межрайонным судом г. Саратова
Малоярославецкий апелляционный суд г. Кирова,Малоярославецким апелляционным судом г. Кирова
Магдагачинский кассационный суд Воронежской области,Магдагачинским кассационным судом Воронежской области
Вольский областной суд г. лесного,Вольским областным судом г. лесного
Хорольский апелляционный суд г. Балахна,Хорольским апелляционным судом г. Балахна
Усть-канский город суд города Екатеринбурга Свердловской области,Усть-канским городским судом города Екатеринбурга Свердловской области
Аргаяшский кассационный суд респ.крым,Аргаяшским кассационным судом респ.крым
Кумылженский р-ый суд республики Дагестана,Кумылженским р-ым судом республики Дагестана
Новошешминский городской суд рсо-алания,Новошешминским городским судом рсо-алания
Рузаевский межрайонный суд респ. Татарстан,Рузаевским межрайонным судом респ. Татарстан
Черлакский межрайонный суд ханты-мансийского автономного округа - югры,Черлакским межрайонным судом ханты-мансийского автономного округа - югры
Чеховский р-ый суд г. Севастополя,Чеховским р-ым судом г. Севастополя
Назаровский город. суд РТ,Назаровским городским судом РТ
Тушинский областной суд г. Твери,Тушинским областным судом г. Твери
Сапожковский городской суд Орловской области,Сапожковским городским судом Орловской области
Лыткаринский м-ый суд г. Ижевска,Лыткаринским м-ым судом г. Ижевска
Атнинский межрайонный суд г. Санкт-петербурга,Атнинским межрайонным судом г. Санкт-петербурга
Астраханский военный суд Новосибирской области,Астраханским военным судом Новосибирской области
Уярский городской суд Курганской области,Уярским городским судом Курганской области
Пучежский апелляционный суд г Санкт-петербурга,Пучежским апелляционным судом г Санкт-петербурга
Шадринский м-ый суд города Волгоград,Шадринским м-ым судом города Волгоград
Шатровский областной суд г. Владикавказа,Шатровским областным судом г. Владикавказа
Некоузский апелляционный суд ставропольского края,Некоузским апелляционным судом ставропольского края
Якутский городской суд Самарской обл.,Якутским городским судом Самарской обл.
Закаменский кассационный суд красноярского края,Закаменским кассационным судом красноярского края
Марксовский р-ый суд города Волгоград,Марксовским р-ым судом города Волгоград
Макарьевский областной суд Орловской области,Макарьевским областным судом Орловской области
Полесский областной суд города н.новгород,Полесским областным судом города н.новгород
Прионежский военный суд г. Перми,Прионежским военным судом г. Перми
Аяно-майский кассационный суд города Тольятти Самарской обл.,Аяно-майским кассационным судом города Тольятти Самарской обл.
Куединский р-ый суд г. дагестанские огни,Куединским р-ым судом г. дагестанские огни
Пономаревский межрайонный суд ямало-ненецкого автономного округа,Пономаревским межрайонным судом ямало-ненецкого автономного округа
Лебедянский апелляционный суд республики Башкортостан,Лебедянским апелляционным судом республики Башкортостан
Выгоничский р-ый суд респ. Башкортостан,Выгоничским р-ым судом респ. Башкортостан
Сакмарский р-ый суд г. Новокузнецка,Сакмарским р-ым судом г. Новокузнецка
Даниловский межрайонный суд республики Дагестана,Даниловским межрайонным судом республики Дагестана
Орехово-зуевский городской суд Воронежской области,Орехово-зуевским городским судом Воронежской области
Поронайский военный суд Брянской области,Поронайским военным судом Брянской области
Омсукчанский город. суд г. Красноярска,Омсукчанским городским судом г. Красноярска
Кыринский город суд Иркутской области,Кыринским городским судом Иркутской области
Бодайбинский р-ый суд респ.мордовия,Бодайбинским р-ым судом респ.мордовия
Погарский город суд г. Калининграда,Погарским городским судом г. Калининграда
Наурский межрайонный суд Свердловская область,Наурскием межрайонным судом Свердловская область
Клинский районный суд города Казани,Клинским районным судом города Казани
Кстовский военный суд города Санкт-петербурга И Ленинградской области,Кстовским военным судом города Санкт-петербурга И Ленинградской области
Березниковский городской суд г. Липецка,Березниковским городским судом г. Липецка
Лесозаводский апелляционный суд ямало-ненецкого автономного округа,Лесозаводским апелляционным судом ямало-ненецкого автономного округа
Усть-алданский апелляционный суд г. Краснодара,Усть-алданским апелляционным судом г. Краснодара
Шамильский город суд г. Волгоград,Шамильским городским судом г. Волгоград
Усть-пристанский районный суд города Севастополь,Усть-пристанским районным судом города Севастополь
Тарбагатайский м-ый суд Сахалинской области,Тарбагатайским м-ым судом Сахалинской области
Оленинский межрайонный суд республики Коми,Оленинским межрайонным судом республики Коми
Новоузенский районный суд чукотского автономного округа,Новоузенским районным судом чукотского автономного округа
Туринский военный суд Саратовской области,Туринским военным судом Саратовской области
Петродворцовый городской суд г. Благовещенск,Петродворцовым городским судом г. Благовещенск
Плесецкий областной суд города Тольятти,Плесецким областным судом города Тольятти
Катангский город суд республики Хакасия,Катангским городским судом республики Хакасия
Когалымский областной суд Смоленской области,Когалымским областным судом Смоленской области
Зональный город. суд г. Ставрополя,Зональным городским судом г. Ставрополя
Междуреченский кассационный суд Тульской области,Междуреченским кассационным судом Тульской области
Барабинский апелляционный суд г. Севастополя,Барабинским апелляционным судом г. Севастополя
Фатежский м-ый суд г. Волгограда,Фатежским м-ым судом г. Волгограда
Унцукульский город. суд г. Каменск-уральского,Унцукульским городским судом г. Каменск-уральского
Кинельский городской суд Самарской обл.,Кинельским городским судом Самарской обл.
Урус-мартановский город суд краснодарского края,Урусом-мартановским городским судом краснодарского края
Новохоперский областной суд города Саратова,Новохопёрским областным судом города Саратова
Усть-майский город. суд ЕАО,Усть-майским городским судом ЕАО
Рамешковский кассационный суд г. Магнитогорска,Рамешковским кассационным судом г. Магнитогорска
Вичугский р-ый суд г. Рязани,Вичугским р-ым судом г. Рязани
Верхнекамский апелляционный суд Томской области,Верхнекамским апелляционным судом Томской области
Сулейман-стальский военный суд республика Калмыкия,Сулейман-стальским военным судом республика Калмыкия
Мензелинский город. суд г. Владивостока,Мензелинским городским судом г. Владивостока
Косихинский кассационный суд Калужской области,Косихинским кассационным судом Калужской области
Нейский м-ый суд г. Магнитогорска,Нейским м-ым судом г. Магнитогорска
Пудожский районный суд города Саратова,Пудожским районным судом города Саратова
Каргапольский областной суд Калининградской области,Каргапольским областным судом Калининградской области
Неклиновский районный суд поволжского округа,Неклиновским районным судом поволжского округа
Павлово-посадский межрайонный суд г. Барнаула,Павлово-посадским межрайонным судом г. Барнаула
Промышленновский кассационный суд г. Екатеринбурга Свердловской области,Промышленновским кассационным судом г. Екатеринбурга Свердловской области
Калининский город. суд КК,Калининским городским судом КК
Хабаровский районный суд г. Самары,Хабаровским районным судом г. Самары
Нижнеингашский город. суд Курганской области,Нижнеингашским городским судом Курганской области
Сунтарский апелляционный суд г. Самары,Сунтарским апелляционным судом г. Самары
Коношский военный суд Курганской области,Коношским военным судом Курганской области
Сретенский районный суд г. Махачкалы,Сретенским районным судом г. Махачкалы
Осинниковский город. суд г. новая ляля,Осинниковским городским судом г. новая ляля
Курильский р-ый суд общей юрисдикции,Курильским р-ым судом общей юрисдикции
Байсангуровский город суд Белгородской обл.,Байсангуровским городским судом Белгородской обл.
Дедовичский город. суд г. Челябинска,Дедовичским городским судом г. Челябинска
Красноселькупский районный суд г. Барнаула,Красноселькупским районным судом г. Барнаула
Заиграевский районный суд города Тольятти,Заиграевским районным судом города Тольятти
Новолялинский районный суд г. Ижевска,Новолялинским районным судом г. Ижевска
Обнинский р-ый суд Кемеровской области,Обнинским р-ым судом Кемеровской области
Ирафский м-ый суд хабаровского края,Ирафским м-ым судом хабаровского края
Воротынский городской суд Астраханской области,Воротынским городским судом Астраханской области
Ординский областной суд Чеченской республики,Ординским областным судом Чеченской республики
Кораблинский межрайонный суд респ. Татарстан,Кораблинским межрайонным судом респ. Татарстан
Автозаводской город суд г. Каменск-уральского,Автозаводским городским судом г. Каменск-уральского
Королёвский военный суд республики Саха,Королёвским военным судом республики Саха
Улуг-хемский кассационный суд РО,Улуг-хемским кассационным судом РО
Тес-хемский городской суд Челябинской области,Тес-хемским городским судом Челябинской области
Нововоронежский апелляционный суд г. Грозного,Нововоронежским апелляционным судом г. Грозного
Заводский город суд г. Магнитогорска,Заводским городским судом г. Магнитогорска
Бессоновский город суд республики Коми,Бессоновским городским судом республики Коми
Боровичский м-ый суд г. новая ляля,Боровичским м-ым судом г. новая ляля
Саяногорский областной суд Калужской области,Саяногорским областным судом Калужской области
Егорлыкский апелляционный суд г. Махачкалы,Егорлыкским апелляционным судом г. Махачкалы
Вологдский военный суд г. Грозного,Вологдским военным судом г. Грозного
Красноперекопский районный суд города Екатеринбурга Свердловской области,Красноперекопским районным судом города Екатеринбурга Свердловской области
Таштыпский апелляционный суд г. Кирова,Таштыпским апелляционным судом г. Кирова
Талицкий межрайонный суд западно-сибирского округа,Талицким межрайонным судом западно-сибирского округа
Романовский апелляционный суд Саратовской области,Романовским апелляционным судом Саратовской области
Краснокамский м-ый суд республики Северная осетия-алания,Краснокамским м-ым судом республики Северная осетия-алания
Кассационный м-ый суд республики Адыгея,Кассационным м-ым судом республики Адыгея
Юргинский город суд республики Калмыкия,Юргинским городским судом республики Калмыкия
Кошехабльский межрайонный суд г. Ульяновска,Кошехабельским межрайонным судом г. Ульяновска
Игринский городской суд города Сочи,Игринским городским судом города Сочи
Сернурский м-ый суд Самарской области,Сернурским м-ым судом Самарской области
Лодейнопольский городской суд чувашской республики,Лодейнопольским городским судом чувашской республики
Увельский апелляционный суд Иркутской области,Увельским апелляционным судом Иркутской области
Сенгилеевский апелляционный суд Нижегородской области,Сенгилеевским апелляционным судом Нижегородской области
Монастырщинский районный суд города Санкт-петербург И Ленинградской области,Монастырщинским районным судом города Санкт-петербург И Ленинградской области
Симферопольский межрайонный суд г. Сыктывкара,Симферопольским межрайонным судом г. Сыктывкара
Ракитянский город суд города нижний тагил Свердловской области,Ракитянским городским судом города нижний тагил Свердловской области
Сыктывкарский м-ый суд Самарской обл.,Сыктывкарским м-ым судом Самарской обл.
Беляевский город суд республики Бурятия,Беляевским городским судом республики Бурятия
Волоконовский районный суд г. Махачкалы,Волоконовским районным судом г. Махачкалы
Кавалеровский межрайонный суд рсо-алания,Кавалеровским межрайонным судом рсо-алания
Вахитовский м-ый суд города Волгоград,Вахитовским м-ым судом города Волгоград
Карачевский городской суд г. дагестанские огни,Карачевским городским судом г. дагестанские огни
Бай-тайгинский м-ый суд Нижегородской обл.,Бай-тайгинским м-ым судом Нижегородской обл.
Чулымский апелляционный суд ставропольского края,Чулымским апелляционным судом ставропольского края
Петрозаводский кассационный суд республика Коми,Петрозаводским кассационным судом республика Коми
Замоскворецкий город суд г. Ярославля,Замоскворецким городским судом г. Ярославля
Дновский город суд Липецкой области,Дновским городским судом Липецкой области
Дубровский областной суд респ.хакасия,Дубровским областным судом респ.хакасия
Пластский апелляционный суд г. Краснодара,Пластским апелляционным судом г. Краснодара
Приютненский кассационный суд Новосибирской обл.,Приютненским кассационным судом Новосибирской обл.
Старорусский районный суд Санкт-петербурга,Старорусским районным судом Санкт-петербурга
Кулебакский районный суд МО,Кулебакским районным судом МО
Карсунский город суд респ.бурятия,Карсунским городским судом респ.бурятия
Юстинский р-ый суд г. Абакан,Юстинским р-ым судом г. Абакан
Йошкар-олинский м-ый суд забайкальского края,Йошкар-олинским м-ым судом забайкальского края
Калачинский кассационный суд г. Новороссийска,Калачинским кассационным судом г. Новороссийска
Шпаковский р-ый суд г. Казани,Шпаковским р-ым судом г. Казани
Табунский областной суд чукотского автономного округа,Табунским областным судом чукотского автономного округа
Перовский р-ый суд ханты-мансийского автономного округа - югры,Перовским р-ым судом ханты-мансийского автономного округа - югры
Болотнинский межрайонный суд г. Тольятти,Болотнинским межрайонным судом г. Тольятти
Арсеньевский апелляционный суд г. Комсомольска-на-амуре,Арсеньевским апелляционным судом г. Комсомольска-на-амуре
Курьинский м-ый суд Смоленской области,Курьинским м-ым судом Смоленской области
Новоорский межрайонный суд Волгоградской обл.,Новоорским межрайонным судом Волгоградской обл.
Лысковский м-ый суд респ.мордовия,Лысковским м-ым судом респ.мордовия
Тегульдетский кассационный суд Иркутской области,Тегульдетским кассационным судом Иркутской области
Тунгусско-чунский р-ый суд республики Мордовия,Тунгусско-чунским р-ым судом республики Мордовия
Ботлихский м-ый суд чувашской респ.,Ботлихским м-ым судом чувашской респ.
Ижморский р-ый суд чувашской республики,Ижморским р-ым судом чувашской республики
Котельниковский кассационный суд г. Волгограда,Котельниковским кассационным судом г. Волгограда
Печенгский город. суд республики Адыгея,Печенгским городским судом республики Адыгея
Колпашевский городской суд Ленинградской области,Колпашевским городским судом Ленинградской области
Брединский город. суд Новосибирской области,Брединским городским судом Новосибирской области
Скопинский военный суд г. Читы,Скопинским военным судом г. Читы
Ленский военный суд города Севастополя,Ленским военным судом города Севастополя
Ярославский город. суд г. Белгорода,Ярославским городским судом г. Белгорода
Баксанский город. суд респ.бурятия,Баксанским городским судом респ.бурятия
Клетский город. суд рсо-алания,Клетским городским судом рсо-алания
Жарковский городской суд КК,Жарковским городским судом КК
Омский областной суд города Севастополя,Омским областным судом города Севастополя
Головинский городской суд города н.новгород,Головинским городским судом города н.новгород
Емельяновский город. суд республики Карелия,Емельяновским городским судом республики Карелия
Глазовский межрайонный суд г. Краснодара,Глазовским межрайонным судом г. Краснодара
Тихвинский город. суд г. Саратова,Тихвинским городским судом г. Саратова
Керченский областной суд г. Волгоград,Керченским областным судом г. Волгоград
Каларский военный суд Тамбовской области,Каларским военным судом Тамбовской области
Заринский областной суд города Тольятти Самарской области,Заринским областным судом города Тольятти Самарской области
Барун-хемчикский апелляционный суд Челябинской области,Барун-хемчикским апелляционным судом Челябинской области
Ногинский областной суд Магаданской области,Ногинским областным судом Магаданской области
Ромодановский городской суд г. Саратова,Ромодановским городским судом г. Саратова
Могойтуйский межрайонный суд г. Балахна,Могойтуйским межрайонным судом г. Балахна
Нефтегорский м-ый суд Орловской области,Нефтегорским м-ым судом Орловской области
Дятьковский кассационный суд г. Казани,Дятьковским кассационным судом г. Казани
Кривошеинский межрайонный суд г. Санкт-петербурга И ЛО,Кривошеинским межрайонным судом г. Санкт-петербурга И ЛО
Тугулымский межрайонный суд г. Махачкалы,Тугулымским межрайонным судом г. Махачкалы
Икрянинский город суд г. лесного,Икрянинским городским судом г. лесного
Переволоцкий военный суд ставропольский край,Переволоцким военным судом ставропольский край
Балашихинский областной суд Калужской области,Балашихинским областным судом Калужской области
Павлоградский военный суд города Твери Тверской области,Павлоградским военным судом города Твери Тверской области
Ардонский областной суд города Тольятти Самарской обл.,Ардонским областным судом города Тольятти Самарской обл.
Касторенский город суд г. СПБ,Касторенским городским судом г. СПБ
Мильковский кассационный суд г. лесного,Мильковским кассационным судом г. лесного
Тазовский апелляционный суд г. Благовещенск,Тазовским апелляционным судом г. Благовещенск
Никольский м-ый суд Нижегородская обл.,Никольским м-ым судом Нижегородская обл.
Красносельский межрайонный суд республики Адыгея,Красносельским межрайонным судом республики Адыгея
Острогожский город суд Новосибирской обл.,Острогожским городским судом Новосибирской обл.
Армавирский апелляционный суд Иркутской области,Армавирским апелляционным судом Иркутской области
Чойский городской суд Амурской области,Чойским городским судом Амурской области
Можайский районный суд г. Тамбова,Можайским районным судом г. Тамбова
Угличский областной суд г. Новосибирска,Угличским областным судом г. Новосибирска
Чебулинский областной суд республика Коми,Чебулинским областным судом республика Коми
Усть-енисейский город. суд камчатского края,Усть-енисейским городским судом камчатского края
Первый город. суд Тульской области,Первым городским судом Тульской области
Нижнетуринский городской суд Санкт-петербурга,Нижнетуринским городским судом Санкт-петербурга
Хостинский кассационный суд Новосибирской обл.,Хостинским кассационным судом Новосибирской обл.
Бикинский районный суд города Тольятти Самарской обл.,Бикинским районным судом города Тольятти Самарской обл.
Белокатайский кассационный суд республики Алтай,Белокатайским кассационным судом республики Алтай
Чайковский городской суд Еврейской автономной области,Чайковским городским судом Еврейской автономной области
Артинский р-ый суд г. Братска,Артинским р-ым судом г. Братска
Партизанский военный суд респ.башкортостан,Партизанским военным судом респ.башкортостан
Сысертский кассационный суд г. Волгограда,Сысертским кассационным судом г. Волгограда
Гурьевский областной суд Курской области,Гурьевским областным судом Курской области
Неманский межрайонный суд cаратовской области,Неманским межрайонным судом cаратовской области
Новокузнецкий областной суд Ульяновской области,Новокузнецким областным судом Ульяновской области
Интинский военный суд города Тольятти Самарской обл.,Интинским военным судом города Тольятти Самарской обл.
Гвардейский р-ый суд Волгоградской обл.,Гвардейским р-ым судом Волгоградской обл.
Сладковский город. суд Чеченской республики,Сладковским городским судом Чеченской республики
Рудничный районный суд г. Перми,Рудничным районным судом г. Перми
Зуевский областной суд г. Севастополя,Зуевским областным судом г. Севастополя
Луховицкий город. суд Ярославской области,Луховицким городским судом Ярославской области
Смидовичский городской суд г. УФЫ,Смидовичским городским судом г. УФЫ
Чебоксарский военный суд г. Краснодара,Чебоксарским военным судом г. Краснодара
Прибайкальский городской суд г. Воронежа,Прибайкальским городским судом г. Воронежа
Кошехабльский военный суд Московской области,Кошехабльским военным судом Московской области
Лямбирский кассационный суд Курской области,Лямбирским кассационным судом Курской области
Пильнинский городской суд Курской области,Пильнинским городским судом Курской области
Черняховский районный суд АК,Черняховским районным судом АК
Льговский межрайонный суд г. Орска,Льговским межрайонным судом г. Орска
