lawer,lawer_tp
Новоусманский город. суд Новосибирской области,Новоусманским городским судом Новосибирской области
Краснобаковский апелляционный суд г. Твери,Краснобаковским апелляционным судом г. Твери
Новошешминский м-ый суд города н.новгорода,Новошешминским м-ым судом города н.новгорода
Табунский областной суд г. Кемерово,Табунским областным судом г. Кемерово
Кукморский город суд Ивановской области,Кукморским городским судом Ивановской области
Солнечный город. суд г. Читы,Солнечным городским судом г. Читы
Наро-фоминский м-ый суд г. Екатеринбурга,Наро-фоминским м-ым судом г. Екатеринбурга
Керченский город суд г. Кемерово,Керченским городским судом г. Кемерово
Зеленогорский город. суд Кемеровской области,Зеленогорским городским судом Кемеровской области
Щекинский областной суд АК,Щекинским областным судом АК
Солтонский военный суд Белгородской области,Солтонским военным судом Белгородской области
Кривошеинский город суд ставропольский край,Кривошеинским городским судом ставропольский край
Эхирит-булагатский межрайонный суд Ростовской области,Эхирит-булагатским межрайонным судом Ростовской области
Красноглинский город суд респ. Крым,Красноглинским городским судом респ. Крым
Белогорский межрайонный суд г. Прокопьевска,Белогорским межрайонным судом г. Прокопьевска
Лыткаринский военный суд респ. Бурятия,Лыткаринским военным судом респ. Бурятия
Еманжелинский районный суд республики Мордовия,Еманжелинским районным судом республики Мордовия
Каргасокский апелляционный суд респ. Татарстан,Каргасокским апелляционным судом респ. Татарстан
Комаричский город. суд Челябинской области,Комаричским городским судом Челябинской области
Муромский р-ый суд пермского края,Муромским р-ым судом пермского края
Тбилисский апелляционный суд Кабардино-балкарской республики,Тбилисским апелляционным судом Кабардино-балкарской республики
Илишевский областной суд г. Тулы,Илишевским областным судом г. Тулы
Нязепетровский городской суд республики Башкортостан,Нязепетровским городским судом республики Башкортостан
Инсарский р-ый суд г. нижний тагил,Инсарским р-ым судом г. нижний тагил
Выселковский м-ый суд УР,Выселковским м-ым судом УР
Тбилисский м-ый суд республики Саха,Тбилисским м-ым судом республики Саха
Солнечногорский областной суд Нижегородская обл.,Солнечногорским областным судом Нижегородская обл.
Шацкий кассационный суд республики Дагестан,Шацким кассационным судом республики Дагестан
Серовский р-ый суд Омской области,Серовским р-ым судом Омской области
Становлянский областной суд Томской области,Становлянским областным судом Томской области
Минераловодский м-ый суд республики Северная осетия-алания,Минераловодским м-ым судом республики Северная осетия-алания
Кувандыкский город суд г. Орла,Кувандыкским городским судом г. Орла
Лыткаринский город суд Мурманской области,Лыткаринским городским судом Мурманской области
Сысертский областной суд г. СПБ,Сысертским областным судом г. СПБ
Марьяновский военный суд республики Адыгеи,Марьяновским военным судом республики Адыгеи
Мариинско-посадский апелляционный суд Иркутской области,Мариинско-посадским апелляционным судом Иркутской области
Первоуральский р-ый суд Самарской области,Первоуральским р-ым судом Самарской области
Уярский апелляционный суд Омской области,Уярским апелляционным судом Омской области
Байкитский областной суд респ. Хакасия,Байкитским областным судом респ. Хакасия
Лукояновский городской суд приморского края,Лукояновским городским судом приморского края
Юрьянский межрайонный суд Брянской области,Юрьянским межрайонным судом Брянской области
Мончегорский м-ый суд республики Коми,Мончегорским м-ым судом республики Коми
Поворинский городской суд Тверской области,Поворинским городским судом Тверской области
Кошехабльский кассационный суд г. Ярославля,Кошехабельским кассационным судом г. Ярославля
Воркутинский областной суд Тюменской области,Воркутинским областным судом Тюменской области
Геленджикский р-ый суд города Казань,Геленджикским р-ым судом города Казань
Кош-агачский военный суд республики Саха (якутия),Кош-агачским военным судом республики Саха (якутия)
Сосновский м-ый суд г. Перми,Сосновским м-ым судом г. Перми
Сосногорский город суд города Твери Тверской области,Сосногорским городским судом города Твери Тверской области
Ржаксинский кассационный суд cаратовской области,Ржаксинским кассационным судом cаратовской области
Осташковский военный суд г. Братска,Осташковским военным судом г. Братска
Целинный районный суд республики Бурятия,Целинным районным судом республики Бурятия
Долинский кассационный суд г. Читы,Долинским кассационным судом г. Читы
Грайворонский областной суд г. Новосибирска,Грайворонским областным судом г. Новосибирска
Цимлянский городской суд г. СПБ,Цимлянским городским судом г. СПБ
Шипуновский городской суд Ростовской области,Шипуновским городским судом Ростовской области
Любинский город. суд Тамбовской области,Любинским городским судом Тамбовской области
Терский военный суд рсо-алания,Терским военным судом рсо-алания
Мысковский районный суд г. Омска,Мысковским районным судом г. Омска
Хохольский апелляционный суд г. Владикавказа,Хохольским апелляционным судом г. Владикавказа
Усманский районный суд г. Грозного,Усманским районным судом г. Грозного
Кунцевский районный суд забайкальского края,Кунцевским районным судом забайкальского края
Новоалтайский р-ый суд республики Марий ЭЛ,Новоалтайским р-ым судом республики Марий ЭЛ
Белинский город суд г. Мурманска,Белинским городским судом г. Мурманска
Качканарский апелляционный суд общей юрисдикции,Качканарским апелляционным судом общей юрисдикции
Шушенский областной суд забайкальского края,Шушенским областным судом забайкальского края
Усть-ишимский областной суд поволжского округа,Усть-ишимским областным судом поволжского округа
Петуховский город. суд Липецкой области,Петуховским городским судом Липецкой области
Красноуфимский город суд города Санкт-петербурга,Красноуфимским городским судом города Санкт-петербурга
Усть-пристанский город суд Белгородской области,Усть-пристанским городским судом Белгородской области
Заречный городской суд Кабардино-балкарской республики,Заречным городским судом Кабардино-балкарской республики
Гусь-хрустальный областной суд РТ,Гусь-хрустальным областным судом РТ
Мокшанский городской суд ставропольского края,Мокшанским городским судом ставропольского края
Молчановский город суд РТ,Молчановским городским судом РТ
Глазуновский городской суд Нижегородской обл.,Глазуновским городским судом Нижегородской обл.
Земетчинский город. суд Брянской области,Земетчинским городским судом Брянской области
Шегарский р-ый суд республики Тыва,Шегарским р-ым судом республики Тыва
Крутинский р-ый суд республики Коми,Крутинским р-ым судом республики Коми
Булунский р-ый суд нижегородский обл.,Булунским р-ым судом нижегородский обл.
Зеленчукский город. суд Пензенская ОБ.,Зеленчукским городским судом Пензенская ОБ.
Северодвинский межрайонный суд города Санкт-петербург,Северодвинским межрайонным судом города Санкт-петербург
Пильнинский м-ый суд г. Новосибирска,Пильнинским м-ым судом г. Новосибирска
Арзгирский межрайонный суд г. Барнаула,Арзгирским межрайонным судом г. Барнаула
Кочевский городской суд г. Архангельска,Кочевским городским судом г. Архангельска
Новохоперский город. суд города н.новгород,Новохопёрским городским судом города н.новгород
Ессентукский областной суд г. Ярославля,Ессентукским областным судом г. Ярославля
Абаканский областной суд Оренбургской области,Абаканским областным судом Оренбургской области
Дудинский районный суд ямало-ненецкого автономного округа,Дудинским районным судом ямало-ненецкого автономного округа
Каменский кассационный суд республики Тыва,Каменским кассационным судом республики Тыва
Хасынский областной суд г. Симферополя,Хасынским областным судом г. Симферополя
Кудымкарский городской суд г. Магнитогорска,Кудымкарским городским судом г. Магнитогорска
Шелаболихинский апелляционный суд г. Анапа,Шелаболихинским апелляционным судом г. Анапа
Тимирязевский кассационный суд Мурманской области,Тимирязевским кассационным судом Мурманской области
Гороховецкий р-ый суд г. Санкт-петербурга И ЛО,Гороховецким р-ым судом г. Санкт-петербурга И ЛО
Углегорский межрайонный суд города Тольятти,Углегорским межрайонным судом города Тольятти
Губкинский город. суд г. Сочи,Губкинским городским судом г. Сочи
Тайгинский город суд республики Карелия,Тайгинским городским судом республики Карелия
Чамзинский областной суд Омской области,Чамзинским областным судом Омской области
Щелковский м-ый суд общей юрисдикции,Щёлковским м-ым судом общей юрисдикции
Пучежский областной суд города Тольятти,Пучежским областным судом города Тольятти
Мелеузовский город. суд республики Крым,Мелеузовским городским судом республики Крым
Льговский м-ый суд Чеченской республики,Льговским м-ым судом Чеченской республики
Анучинский кассационный суд Нижегородская обл.,Анучинским кассационным судом Нижегородская обл.
Ипатовский р-ый суд города Санкт-петербурга И Ленинградской области,Ипатовским р-ым судом города Санкт-петербурга И Ленинградской области
Каргасокский кассационный суд города Твери Тверской области,Каргасокским кассационным судом города Твери Тверской области
Томпонский р-ый суд г. Смоленска,Томпонским р-ым судом г. Смоленска
Красногорский город. суд г. Белгорода,Красногорским городским судом г. Белгорода
Озерский кассационный суд г. Краснодара,Озёрским кассационным судом г. Краснодара
Тюкалинский м-ый суд чувашской респ.,Тюкалинским м-ым судом чувашской респ.
Новошешминский военный суд города Твери Тверской области,Новошешминским военным судом города Твери Тверской области
Савеловский областной суд г. Чебоксары,Савёловским областным судом г. Чебоксары
Глазовский городской суд г. Волгоград,Глазовским городским судом г. Волгоград
Ишимбайский м-ый суд Магаданской области,Ишимбайским м-ым судом Магаданской области
Урицкий р-ый суд республики Бурятия,Урицким р-ым судом республики Бурятия
Михайловский кассационный суд республики Мордовия,Михайловским кассационным судом республики Мордовия
Качугский кассационный суд г. Махачкалы,Качугским кассационным судом г. Махачкалы
Смирныховский город суд г. Липецка,Смирныховским городским судом г. Липецка
Аннинский апелляционный суд Томской области,Аннинским апелляционным судом Томской области
Тбилисский межрайонный суд г. Прокопьевска,Тбилисским межрайонным судом г. Прокопьевска
Ломоносовский город. суд г. Оренбурга,Ломоносовским городским судом г. Оренбурга
Илимпийский межрайонный суд Томской области,Илимпийским межрайонным судом Томской области
Старополтавский город. суд Московской области,Старополтавским городским судом Московской области
Биробиджанский городской суд Тюменской области,Биробиджанским городским судом Тюменской области
Мишкинский городской суд г. Санкт-петербурга,Мишкинским городским судом г. Санкт-петербурга
Шелаболихинский м-ый суд г. Пензы,Шелаболихинским м-ым судом г. Пензы
Даниловский военный суд краснодарского края,Даниловским военным судом краснодарского края
Ермаковский р-ый суд камчатского края,Ермаковским р-ым судом камчатского края
Чертановский районный суд г. Владимира,Чертановским районным судом г. Владимира
Фокинский кассационный суд Тамбовской области,Фокинским кассационным судом Тамбовской области
Фурмановский городской суд пермского края,Фурмановским городским судом пермского края
Игринский районный суд Удмуртской республики,Игринским районным судом Удмуртской республики
Нефтеюганский р-ый суд г. Читы,Нефтеюганским р-ым судом г. Читы
Дзержинский кассационный суд Оренбургской области,Дзержинским кассационным судом Оренбургской области
Большемуртинский город. суд хабаровского края,Большемуртинским городским судом хабаровского края
Яльчикский военный суд г. Самары,Яльчикским военным судом г. Самары
Кобяйский городской суд Псковской области,Кобяйским городским судом Псковской области
Угличский городской суд Иркутской области,Угличским городским судом Иркутской области
Эхирит-булагатский м-ый суд г. Тулы,Эхирит-булагатским м-ым судом г. Тулы
Усть-майский кассационный суд ХБ,Усть-майским кассационным судом ХБ
Керченский город. суд Мурманской области,Керченским городским судом Мурманской области
Богучарский городской суд г. Екатеринбурга Свердловской области,Богучарским городским судом г. Екатеринбурга Свердловской области
Тюльганский город суд города Санкт-петербурга И Ленинградской области,Тюльганским городским судом города Санкт-петербурга И Ленинградской области
Наурский кассационный суд приморского края,Наурскием кассационным судом приморского края
Кинельский военный суд г. Комсомольска-на-амуре,Кинельским военным судом г. Комсомольска-на-амуре
Кяхтинский военный суд респ. Хакасия,Кяхтинским военным судом респ. Хакасия
Беловский город суд Пензенская ОБ.,Беловским городским судом Пензенская ОБ.
Лазовский военный суд Свердловской области,Лазовским военным судом Свердловской области
Петропавловский областной суд Севастополя,Петропавловским областным судом Севастополя
Истринский р-ый суд респ. Крым,Истринским р-ым судом респ. Крым
Киришский военный суд г. новая ляля,Киришским военным судом г. новая ляля
Шпаковский городской суд АК,Шпаковским городским судом АК
Юрьянский межрайонный суд г. Благовещенск,Юрьянским межрайонным судом г. Благовещенск
Дорогобужский районный суд г. Брянска,Дорогобужским районным судом г. Брянска
Ловозерский р-ый суд г. Владимира,Ловозерским р-ым судом г. Владимира
Большемурашкинский апелляционный суд г. Иркутска,Большемурашкинским апелляционным судом г. Иркутска
Калининский город. суд ханты-мансийского автономного округа - югры,Калининским городским судом ханты-мансийского автономного округа - югры
Киренский р-ый суд города Санкт-петербург,Киренским р-ым судом города Санкт-петербург
Северодвинский кассационный суд города Севастополя,Северодвинским кассационным судом города Севастополя
Татарский апелляционный суд г. Ярославля,Татарским апелляционным судом г. Ярославля
Большесолдатский город суд г. Кирова,Большесолдатским городским судом г. Кирова
Владимирский м-ый суд Владимирской области,Владимирским м-ым судом Владимирской области
Верхнесалдинский город. суд Оренбургской области,Верхнесалдинским городским судом Оренбургской области
Оконешниковский районный суд г. Кирова,Оконешниковским районным судом г. Кирова
Ветлужский город. суд Амурской области,Ветлужским городским судом Амурской области
Нижнетуринский районный суд республики Дагестана,Нижнетуринским районным судом республики Дагестана
Камско-устьинский областной суд г. Омска,Камско-устьинским областным судом г. Омска
Горномарийский районный суд г. Костромы,Горномарийским районным судом г. Костромы
Тисульский областной суд пермского края,Тисульским областным судом пермского края
Уржумский кассационный суд чувашской респ.,Уржумским кассационным судом чувашской респ.
Щекинский р-ый суд пермского края,Щекинским р-ым судом пермского края
Партизанский межрайонный суд г. Ставрополя,Партизанским межрайонным судом г. Ставрополя
Тетюшский районный суд РБ,Тетюшским районным судом РБ
Инжавинский городской суд г. Воронежа,Инжавинским городским судом г. Воронежа
Агаповский кассационный суд общей юрисдикции,Агаповским кассационным судом общей юрисдикции
Привокзальный межрайонный суд г. Пензы,Привокзальным межрайонным судом г. Пензы
Советский город. суд г. Ярославля,Советским городским судом г. Ярославля
Родинский р-ый суд Владимирской области,Родинским р-ым судом Владимирской области
Правдинский р-ый суд республики Калмыкия,Правдинским р-ым судом республики Калмыкия
Нелидовский районный суд г. Братска,Нелидовским районным судом г. Братска
Андроповский военный суд города Санкт-петербурга,Андроповским военным судом города Санкт-петербурга
Артемовский кассационный суд г. лесного,Артёмовским кассационным судом г. лесного
Сахалинский город суд Иркутской области,Сахалинским городским судом Иркутской области
Кораблинский областной суд Орловской области,Кораблинским областным судом Орловской области
Ново-савиновский межрайонный суд г. Читы,Ново-савиновским межрайонным судом г. Читы
Черемховский межрайонный суд города Казани,Черемховским межрайонным судом города Казани
Новоалтайский городской суд Курской области,Новоалтайским городским судом Курской области
Надеждинский межрайонный суд города Казань,Надеждинским межрайонным судом города Казань
Дальнеконстантиновский м-ый суд г. Ярославля,Дальнеконстантиновским м-ым судом г. Ярославля
Яшкинский город. суд Нижегородской обл.,Яшкинским городским судом Нижегородской обл.
Приморский город суд чукотского автономного округа,Приморским городским судом чукотского автономного округа
Акбулакский город суд г. Анапа,Акбулакским городским судом г. Анапа
Абзелиловский городской суд г. Благовещенск,Абзелиловским городским судом г. Благовещенск
Краснознаменский город суд Ульяновской области,Краснознаменским городским судом Ульяновской области
Лямбирский кассационный суд cаратовской области,Лямбирским кассационным судом cаратовской области
Таврический городской суд г. СПБ,Таврическим городским судом г. СПБ
Полесский областной суд Кемеровской области,Полесским областным судом Кемеровской области
Куйбышевский районный суд г. нижний новгород,Куйбышевским районным судом г. нижний новгород
Манский районный суд ХБ,Манским районным судом ХБ
Лаишевский военный суд Кемеровской области,Лаишевским военным судом Кемеровской области
Богатовский межрайонный суд Брянской области,Богатовским межрайонным судом Брянской области
Уваровский кассационный суд чукотского автономного округа,Уваровским кассационным судом чукотского автономного округа
Нижнеилимский город суд Волгоградской обл.,Нижнеилимским городским судом Волгоградской обл.
Ольгинский областной суд г. Волгограда,Ольгинским областным судом г. Волгограда
Заларинский м-ый суд города Волгоград,Заларинским м-ым судом города Волгоград
Краснодарский межрайонный суд Воронежской обл.,Краснодарским межрайонным судом Воронежской обл.
Котельничский м-ый суд г. Сочи,Котельничским м-ым судом г. Сочи
Клетнянский кассационный суд пермского края,Клетнянским кассационным судом пермского края
Шабалинский город. суд г. Тамбова,Шабалинским городским судом г. Тамбова
Абанский р-ый суд г. Орска,Абанским р-ым судом г. Орска
Вадский кассационный суд Архангельской области,Вадским кассационным судом Архангельской области
Верхнепышминский кассационный суд города Тольятти,Верхнепышминским кассационным судом города Тольятти
Курчатовский межрайонный суд г. Ульяновска,Курчатовским межрайонным судом г. Ульяновска
Чусовской районный суд Ростовской области,Чусовским районным судом Ростовской области
Кимовский межрайонный суд Калининградской области,Кимовским межрайонным судом Калининградской области
Заводоуковский апелляционный суд г. Краснодара,Заводоуковским апелляционным судом г. Краснодара
Хохольский кассационный суд респ. Крым,Хохольским кассационным судом респ. Крым
Усинский апелляционный суд Амурской области,Усинским апелляционным судом Амурской области
Кочубеевский городской суд г. Прокопьевска,Кочубеевским городским судом г. Прокопьевска
Яльчикский р-ый суд г. Саранска,Яльчикским р-ым судом г. Саранска
Азовский городской суд Смоленской области,Азовским городским судом Смоленской области
Юрьев-польский военный суд Свердловская область,Юрьевым-польским военным судом Свердловская область
Бирилюсский городской суд г. УФЫ,Бирилюсским городским судом г. УФЫ
Алданский м-ый суд г. Кемерово,Алданским м-ым судом г. Кемерово
Уваровский город. суд г. Оренбурга,Уваровским городским судом г. Оренбурга
Усинский кассационный суд хабаровского края,Усинским кассационным судом хабаровского края
Красноселькупский р-ый суд г. Иркутска,Красноселькупским р-ым судом г. Иркутска
Сычевский м-ый суд респ. Татарстан,Сычёвским м-ым судом респ. Татарстан
Шарлыкский апелляционный суд краснодарского края,Шарлыкским апелляционным судом краснодарского края
Адлерский межрайонный суд Московской области,Адлерским межрайонным судом Московской области
Альшеевский апелляционный суд Новгородской области,Альшеевским апелляционным судом Новгородской области
Адлерский апелляционный суд Еврейской автономной области,Адлерским апелляционным судом Еврейской автономной области
Санкт-петербургский военный суд г. Екатеринбурга,Санкт-петербургским военным судом г. Екатеринбурга
Железноводский районный суд г. Волгоград,Железноводским районным судом г. Волгоград
Пуровский районный суд г. Смоленска,Пуровским районным судом г. Смоленска
Ялуторовский р-ый суд Новосибирской обл.,Ялуторовским р-ым судом Новосибирской обл.
Первый город. суд г. Магнитогорска,Первым городским судом г. Магнитогорска
Сабинский апелляционный суд города Абакан,Сабинским апелляционным судом города Абакан
Черкесский город суд УР,Черкесским городским судом УР
Устьянский межрайонный суд Костромской области,Устьянским межрайонным судом Костромской области
Славгородский м-ый суд республики Калмыкия,Славгородским м-ым судом республики Калмыкия
Любимский районный суд Саратовской области,Любимским районным судом Саратовской области
Веденский областной суд пермского края,Веденским областным судом пермского края
Вяземский военный суд рсо-алания,Вяземским военным судом рсо-алания
Нурлатский межрайонный суд г. Тюмени,Нурлатским межрайонным судом г. Тюмени
Железнодорожный районный суд Белгородской области,Железнодорожным районным судом Белгородской области
Гудермесский м-ый суд г. Челябинска,Гудермесским м-ым судом г. Челябинска
Калужский город суд Свердловской области,Калужским городским судом Свердловской области
Бийский город суд города Комсомольска-на-амуре хабаровского края,Бийским городским судом города Комсомольска-на-амуре хабаровского края
Тляратинский город. суд ХБ,Тляратинским городским судом ХБ
Автозаводский областной суд РТ,Автозаводским областным судом РТ
Зубово-полянский город. суд Мурманской области,Зубово-полянским городским судом Мурманской области
Косихинский город суд Калужской области,Косихинским городским судом Калужской области
Солнцевский м-ый суд г. Волгоград,Солнцевским м-ым судом г. Волгоград
Новошешминский областной суд города Тольятти Самарской области,Новошешминским областным судом города Тольятти Самарской области
Лоухский апелляционный суд г. Екатеринбурга,Лоухским апелляционным судом г. Екатеринбурга
Краснинский городской суд г. Архангельска,Краснинским городским судом г. Архангельска
Удорский военный суд Тамбовской области,Удорским военным судом Тамбовской области
Дорогобужский город суд ЕАО,Дорогобужским городским судом ЕАО
Чаунский м-ый суд республики Дагестана,Чаунским м-ым судом республики Дагестана
Мирнинский городской суд г. Ульяновска,Мирнинским городским судом г. Ульяновска
Березовский р-ый суд Амурской области,Березовским р-ым судом Амурской области
Металлургический город суд г. Барнаула,Металлургическим городским судом г. Барнаула
Лешуконский город суд г. Самары,Лешуконским городским судом г. Самары
Красночикойский городской суд города Екатеринбурга Свердловской области,Красночикойским городским судом города Екатеринбурга Свердловской области
Зуевский апелляционный суд респ. Мордовия,Зуевским апелляционным судом респ. Мордовия
Барун-хемчикский город. суд г. Санкт-петербурга И ЛО,Барун-хемчикским городским судом г. Санкт-петербурга И ЛО
Инзенский кассационный суд Нижегородской области,Инзенским кассационным судом Нижегородской области
Хасавюртовский городской суд города Санкт-петербург И Ленинградской области,Хасавюртовским городским судом города Санкт-петербург И Ленинградской области
Суздальский город суд города Тольятти Самарской области,Суздальским городским судом города Тольятти Самарской области
Белокурихинский межрайонный суд Томской области,Белокурихинским межрайонным судом Томской области
Дновский апелляционный суд г. Сочи,Дновским апелляционным судом г. Сочи
Березниковский город. суд республики Саха,Березниковским городским судом республики Саха
Верх-исетский межрайонный суд Воронежской обл.,Верх-исетским межрайонным судом Воронежской обл.
Саткинский областной суд Белгородской обл.,Саткинским областным судом Белгородской обл.
Угловский областной суд Нижегородской обл.,Угловским областным судом Нижегородской обл.
Ханкайский межрайонный суд города Екатеринбурга Свердловской области,Ханкайским межрайонным судом города Екатеринбурга Свердловской области
Пущинский военный суд г. Ставрополя,Пущинским военным судом г. Ставрополя
Сампурский город суд Нижегородской области,Сампурским городским судом Нижегородской области
